timestamp,hour,day_of_week,temperature,rain,traffic_index,taxi_demand
2026-01-01 00:00:00,0,3,29.98685661204493,0,33.14412854611147,60
2026-01-01 01:00:00,1,3,27.446942795315262,0,22.203281750049268,59
2026-01-01 02:00:00,2,3,30.59075415240277,0,26.48154524784148,66
2026-01-01 03:00:00,3,3,34.0921194256321,0,40.331638960325094,63
2026-01-01 04:00:00,4,3,27.063386501106656,0,68.15514077478878,67
2026-01-01 05:00:00,5,3,27.063452172203277,1,54.32291860215805,79
2026-01-01 06:00:00,6,3,34.316851262029566,0,50.76006355738498,67
2026-01-01 07:00:00,7,3,31.069738916611634,0,37.6093293924873,79
2026-01-01 08:00:00,8,3,26.12210245626019,0,75.90522316596898,97
2026-01-01 09:00:00,9,3,30.17024017434386,1,43.8209024742315,91
2026-01-01 10:00:00,10,3,26.14632922875015,0,25.225566007746288,57
2026-01-01 11:00:00,11,3,26.137080985718974,1,57.02399096706807,66
2026-01-01 12:00:00,12,3,28.96784908626414,0,26.830303608596083,65
2026-01-01 13:00:00,13,3,20.346879021368807,1,40.71338856810152,77
2026-01-01 14:00:00,14,3,21.10032866994787,0,50.44471632306853,73
2026-01-01 15:00:00,15,3,25.75084988303611,1,72.45335148111054,78
2026-01-01 16:00:00,16,3,23.948675518662306,0,49.61279482040712,68
2026-01-01 17:00:00,17,3,29.256989330381096,1,62.13552596189986,104
2026-01-01 18:00:00,18,3,24.367903697915157,0,79.56901033994421,109
2026-01-01 19:00:00,19,3,22.350785194658833,0,27.889347193878898,89
2026-01-01 20:00:00,20,3,33.862595075686215,0,36.48389153117117,85
2026-01-01 21:00:00,21,3,27.096894798053857,0,43.674564535858785,67
2026-01-01 22:00:00,22,3,28.270112818751695,0,45.30969071232988,70
2026-01-01 23:00:00,23,3,22.301007255146175,0,44.66126451593274,75
2026-01-02 00:00:00,0,4,25.82246910189927,0,74.4566601533933,83
2026-01-02 01:00:00,1,4,28.443690358839465,0,62.84195866801139,79
2026-01-02 02:00:00,2,4,23.39602569031079,1,56.47431284544223,78
2026-01-02 03:00:00,3,4,29.502792073382686,0,38.562363071766924,72
2026-01-02 04:00:00,4,4,25.59744524032478,1,69.42742305327768,84
2026-01-02 05:00:00,5,4,26.833225000826893,0,77.30363068909934,76
2026-01-02 06:00:00,6,4,25.593173551082412,0,69.2718969530136,84
2026-01-02 07:00:00,7,4,35.40911273803575,0,20.093906311488375,81
2026-01-02 08:00:00,8,4,27.946011101048263,0,58.18408221100442,91
2026-01-02 09:00:00,9,4,23.769156284176397,0,23.068122886526044,76
2026-01-02 10:00:00,10,4,31.290179648412757,0,35.456433220023314,65
2026-01-02 11:00:00,11,4,23.11662540011591,0,23.571482020866302,61
2026-01-02 12:00:00,12,4,28.835454380019023,0,56.22772717696326,73
2026-01-02 13:00:00,13,4,20.161319504480897,1,61.195394809556404,81
2026-01-02 14:00:00,14,4,22.687255804406277,1,26.86925828395431,74
2026-01-02 15:00:00,15,4,28.787444943476494,0,43.030332982698766,72
2026-01-02 16:00:00,16,4,30.953866319981643,0,47.374190537332524,69
2026-01-02 17:00:00,17,4,28.68547312475988,0,42.14318130565499,96
2026-01-02 18:00:00,18,4,27.53740687044704,0,27.26150002911158,80
2026-01-02 19:00:00,19,4,26.795585217642845,0,45.136867411248524,95
2026-01-02 20:00:00,20,4,22.08591203853029,0,65.07068286850509,110
2026-01-02 21:00:00,21,4,25.120623166421165,0,24.26045987199533,58
2026-01-02 22:00:00,22,4,26.15744491616085,1,24.810800844914205,60
2026-01-02 23:00:00,23,4,32.22848890487566,0,41.28627751015905,63
2026-01-03 00:00:00,0,5,29.374473158273844,0,76.5035426971355,75
2026-01-03 01:00:00,1,5,20.947839378549062,0,60.11435880337484,70
2026-01-03 02:00:00,2,5,29.296335877579182,0,60.72019740035389,72
2026-01-03 03:00:00,3,5,26.459670878334734,0,41.715199450271896,59
2026-01-03 04:00:00,4,5,25.292311998776164,1,55.619647472512305,77
2026-01-03 05:00:00,5,5,30.44670515536347,0,20.607871041664602,62
2026-01-03 06:00:00,6,5,32.1239980899838,1,58.165762784572536,73
2026-01-03 07:00:00,7,5,31.725120476464795,0,74.7972168545742,107
2026-01-03 08:00:00,8,5,24.643129907109447,0,56.75440810068915,95
2026-01-03 09:00:00,9,5,26.76315049659514,0,72.42191560798071,104
2026-01-03 10:00:00,10,5,29.325053725614257,0,63.43838332796563,72
2026-01-03 11:00:00,11,5,31.902180508489437,1,27.233504984221415,70
2026-01-03 12:00:00,12,5,26.08330304861884,1,74.14719843715051,79
2026-01-03 13:00:00,13,5,27.25736409334473,0,23.986630661346492,64
2026-01-03 14:00:00,14,5,23.574660103975887,0,52.03804835286583,71
2026-01-03 15:00:00,15,5,23.215173503677317,0,28.52822742760746,64
2026-01-03 16:00:00,16,5,31.250103289576792,1,20.702396643854243,57
2026-01-03 17:00:00,17,5,33.424960114283294,0,45.32205560765834,88
2026-01-03 18:00:00,18,5,27.711959513678664,0,37.702442459249376,93
2026-01-03 19:00:00,19,5,32.014131591568095,0,49.16002962785618,89
2026-01-03 20:00:00,20,5,29.446544100190536,0,54.63199320407305,99
2026-01-03 21:00:00,21,5,25.419520981579502,0,22.62434433853684,52
2026-01-03 22:00:00,22,5,29.445582422033656,0,27.38019770742474,65
2026-01-03 23:00:00,23,5,34.15214626586388,1,53.51854378702552,70
2026-01-04 00:00:00,0,6,27.856695843560193,0,40.59004119035949,68
2026-01-04 01:00:00,1,6,34.258574623256024,0,63.75040925296688,78
2026-01-04 02:00:00,2,6,17.52101958364102,1,59.13749891551638,75
2026-01-04 03:00:00,3,6,31.287610017500896,0,70.73626177939441,81
2026-01-04 04:00:00,4,6,28.348188272952687,1,61.54956960015352,80
2026-01-04 05:00:00,5,6,26.80397059813653,0,45.79586464340889,65
2026-01-04 06:00:00,6,6,28.36704310614201,0,60.377997343665946,69
2026-01-04 07:00:00,7,6,20.04972434159643,1,36.52287045532511,79
2026-01-04 08:00:00,8,6,27.121312448649952,0,38.37880992669276,87
